20,9,0,0,5,23,24,0,1,0
19,9,0,0,5,22,24,0,1,0
18,9,0,0,5,21,24,0,1,0
17,9,0,0,5,20,24,0,1,0
16,9,0,0,5,19,24,0,1,0
15,9,0,0,5,18,24,0,1,0
14,9,0,0,5,17,24,0,1,0
14,9,0,0,5,17,24,0,1,0
13,9,0,0,5,16,24,0,1,0
12,9,0,0,5,15,24,0,1,0
11,9,0,0,5,14,24,0,1,0
10,9,0,0,5,13,24,0,1,0
9,9,0,0,5,12,24,0,1,0
8,9,0,0,5,11,24,0,1,0
7,9,0,0,5,10,24,0,1,0
6,9,0,0,5,9,24,0,1,0
5,9,0,0,5,8,24,0,1,0
4,9,0,0,5,7,24,0,1,0
3,9,0,0,5,6,24,0,1,0
2,9,0,0,5,5,24,0,1,0
1,9,0,0,5,4,24,0,1,0
0,9,0,0,5,3,24,0,0,1
8,0,0,0,3,23,26,0,1,0
7,0,0,0,3,22,26,0,1,0
6,0,0,0,3,21,26,0,1,0
5,0,0,0,3,20,26,0,1,0
4,0,0,0,3,19,26,0,1,0
3,0,0,0,3,18,26,0,1,0
2,0,0,0,3,17,26,0,1,0
1,0,0,0,3,16,26,0,1,0
0,16,4,0,3,15,26,0,0,1
15,4,0,0,15,25,14,0,1,0
14,4,0,0,15,24,14,0,1,0
13,4,0,0,15,23,14,0,1,0
12,4,0,0,15,22,14,0,1,0
11,4,0,0,15,21,14,0,1,0
10,4,0,0,15,20,14,0,1,0
9,4,0,0,15,19,14,0,1,0
9,4,0,0,15,19,14,0,1,0
8,4,0,0,15,18,14,0,1,0
7,4,0,0,15,17,14,0,1,0
6,4,0,0,15,16,14,0,1,0
5,4,0,0,15,15,14,0,1,0
4,4,0,0,15,14,14,0,1,0
3,4,0,0,15,13,14,0,1,0
2,4,0,0,15,12,14,0,1,0
1,4,0,0,15,11,14,0,1,0
0,4,0,0,15,10,14,0,0,1
3,0,0,0,10,13,19,0,1,0
2,0,0,0,10,12,19,0,1,0
1,0,0,0,10,11,19,0,1,0
0,6,9,0,10,10,19,0,0,1
5,9,0,0,10,18,19,0,1,0
4,9,0,0,10,17,19,0,1,0
4,9,0,0,10,17,19,0,1,0
3,9,0,0,10,16,19,0,1,0
2,9,0,0,10,15,19,0,1,0
1,9,0,0,10,14,19,0,1,0
0,9,0,0,10,13,19,0,0,1
8,0,0,0,13,18,16,0,1,0
7,0,0,0,13,17,16,0,1,0
6,0,0,0,13,16,16,0,1,0
6,0,0,0,13,16,16,0,1,0
5,0,0,0,13,15,16,0,1,0
4,0,0,0,13,14,16,0,1,0
3,0,0,0,13,13,16,0,1,0
2,0,0,0,13,12,16,0,1,0
1,0,0,0,13,11,16,0,1,0
0,0,11,7,13,10,16,1,0,0
6,0,0,11,19,12,10,0,1,0
6,0,0,11,19,12,10,0,1,0
5,0,0,11,19,11,10,0,1,0
4,0,0,11,19,10,10,0,1,0
3,0,0,11,19,9,10,0,1,0
2,0,0,11,19,8,10,0,1,0
1,0,0,11,19,7,10,0,1,0
0,0,0,11,19,6,10,1,0,0
10,0,0,0,23,18,6,0,1,0
10,0,0,0,23,18,6,0,1,0
9,0,0,0,23,17,6,0,1,0
8,0,0,0,23,16,6,0,1,0
7,0,0,0,23,15,6,0,1,0
7,0,0,0,23,15,6,0,1,0
6,0,0,0,23,14,6,0,1,0
5,0,0,0,23,13,6,0,1,0
4,0,0,0,23,12,6,0,1,0
3,0,0,0,23,11,6,0,1,0
2,0,0,0,23,10,6,0,1,0
1,0,0,0,23,9,6,0,1,0
0,0,7,16,23,8,6,1,0,0
15,0,0,7,21,22,8,0,1,0
14,0,0,7,21,21,8,0,1,0
13,0,0,7,21,20,8,0,1,0
12,0,0,7,21,19,8,0,1,0
11,0,0,7,21,18,8,0,1,0
10,0,0,7,21,17,8,0,1,0
9,0,0,7,21,16,8,0,1,0
8,0,0,7,21,15,8,0,1,0
7,0,0,7,21,14,8,0,1,0
6,0,0,7,21,13,8,0,1,0
5,0,0,7,21,12,8,0,1,0
4,0,0,7,21,11,8,0,1,0
3,0,0,7,21,10,8,0,1,0
2,0,0,7,21,9,8,0,1,0
1,0,0,7,21,8,8,0,1,0
1,0,0,7,21,8,8,0,1,0
1,0,0,7,21,8,8,0,1,0
0,0,0,7,21,7,8,0,1,0
0,0,1,7,21,6,8,1,0,0
6,0,0,1,23,20,6,0,1,0
5,0,0,1,23,19,6,0,1,0
4,0,0,1,23,18,6,0,1,0
3,0,0,1,23,17,6,0,1,0
2,0,0,1,23,16,6,0,1,0
1,0,0,1,23,15,6,0,1,0
0,0,0,1,23,14,6,1,0,0
14,0,0,4,15,22,14,0,1,0
13,0,0,4,15,21,14,0,1,0
12,0,0,4,15,20,14,0,1,0
11,0,0,4,15,19,14,0,1,0
10,0,0,4,15,18,14,0,1,0
9,0,0,4,15,17,14,0,1,0
8,0,0,4,15,16,14,0,1,0
7,0,0,4,15,15,14,0,1,0
6,0,0,4,15,14,14,0,1,0
5,0,0,4,15,13,14,0,1,0
4,0,0,4,15,12,14,0,1,0
3,0,0,4,15,11,14,0,1,0
2,0,0,4,15,10,14,0,1,0
1,0,0,4,15,9,14,0,1,0
0,0,0,4,15,8,14,1,0,0
3,0,0,0,21,14,8,0,1,0
2,0,0,0,21,13,8,0,1,0
1,0,0,0,21,12,8,0,1,0
0,0,10,16,21,11,8,1,0,0
15,0,0,10,3,20,11,0,1,0
14,0,0,10,3,19,11,0,1,0
13,0,0,10,18,18,11,0,1,0
12,0,0,10,18,17,11,0,1,0
11,0,0,10,18,16,11,0,1,0
10,0,0,10,18,15,11,0,1,0
9,0,0,10,18,14,11,0,1,0
8,0,0,10,18,13,11,0,1,0
7,0,0,10,18,12,11,0,1,0
6,0,0,10,18,11,11,0,1,0
5,0,0,10,18,10,11,0,1,0
4,0,0,10,18,9,11,0,1,0
3,0,0,10,18,8,11,0,1,0
2,0,0,10,18,7,11,0,1,0
1,0,0,10,18,6,11,0,1,0
0,0,0,10,18,5,11,1,0,0
9,0,0,0,24,17,5,0,1,0
8,0,0,0,24,16,5,0,1,0
