0,0,5,2,23,24,6,5,30,30,0,30,1,0,0
1,0,0,5,4,23,25,6,30,30,0,30,0,1,0
0,0,0,5,3,23,26,6,30,30,0,30,1,0,0
4,0,0,0,5,3,24,26,30,30,0,1,0,1,0
3,0,0,0,4,3,25,26,30,30,0,30,0,1,0
2,0,0,0,3,3,26,26,30,30,0,30,0,1,0
1,0,0,0,2,3,27,26,30,30,0,30,0,1,0
0,0,16,25,1,3,28,26,30,30,0,30,1,0,0
24,0,0,16,25,1,4,28,30,30,0,30,0,1,0
23,0,0,16,24,1,5,28,30,30,0,30,0,1,0
22,0,0,16,23,1,6,28,30,30,0,30,0,1,0
21,0,0,16,22,1,7,28,30,30,0,30,0,1,0
20,0,0,16,21,1,8,28,30,30,0,30,0,1,0
19,0,0,16,20,1,9,28,30,30,0,30,0,1,0
18,0,0,16,19,1,10,28,30,30,0,30,0,1,0
17,0,0,16,18,1,11,28,30,30,0,30,0,1,0
16,0,0,16,17,1,12,28,30,30,0,30,0,1,0
15,0,0,16,16,1,13,28,30,30,0,30,0,1,0
14,0,0,16,15,1,14,28,30,30,0,30,0,1,0
13,0,0,16,14,1,15,28,30,30,0,30,0,1,0
12,0,0,16,13,1,16,28,30,30,0,30,0,1,0
11,0,0,16,12,1,17,28,30,30,0,30,0,1,0
10,0,0,16,11,1,18,28,30,30,0,30,0,1,0
9,0,0,16,10,1,19,28,30,30,0,30,0,1,0
8,0,0,16,9,1,20,28,30,30,0,30,0,1,0
7,0,0,16,8,1,21,28,30,30,0,30,0,1,0
6,0,0,16,7,1,22,28,30,30,0,30,0,1,0
5,0,0,16,6,1,23,28,30,30,0,30,0,1,0
4,0,0,16,5,1,24,28,30,30,0,30,0,1,0
3,0,0,16,4,1,25,28,30,30,0,30,0,1,0
2,0,0,16,3,1,26,28,30,30,0,30,0,1,0
1,0,0,16,2,1,27,28,30,30,0,30,0,1,0
0,0,0,16,1,1,28,28,30,30,0,30,1,0,0
15,0,0,0,27,1,2,28,30,30,0,30,0,1,0
14,0,0,0,26,1,3,28,30,30,0,30,0,1,0
13,0,0,0,25,1,4,28,30,30,0,30,0,1,0
12,0,0,0,24,1,5,28,30,30,0,30,0,1,0
11,0,0,0,23,1,6,28,30,30,0,30,0,1,0
10,0,0,0,22,1,7,28,30,30,0,30,0,1,0
9,0,0,0,21,1,8,28,30,30,0,30,0,1,0
8,0,0,0,20,1,9,28,30,30,0,30,0,1,0
7,0,0,0,19,1,10,28,30,30,0,30,0,1,0
6,0,0,0,18,1,11,28,30,30,0,30,0,1,0
5,0,0,0,17,1,12,28,30,30,0,30,0,1,0
4,0,0,0,16,1,13,28,30,30,0,30,0,1,0
3,0,0,0,15,1,14,28,30,30,0,30,0,1,0
2,0,0,0,14,1,15,28,30,30,0,30,0,1,0
1,0,0,0,13,1,16,28,30,30,0,30,0,1,0
0,0,8,11,12,1,17,28,30,30,0,30,1,0,0
10,0,0,8,27,12,2,17,30,30,0,30,0,1,0
9,0,0,8,26,12,3,17,30,30,0,30,0,1,0
8,0,0,8,25,12,4,17,30,30,0,30,0,1,0
7,0,0,8,24,12,5,17,30,30,0,30,0,1,0
6,0,0,8,23,12,6,17,30,30,0,30,0,1,0
5,0,0,8,22,12,7,17,30,30,0,30,0,1,0
4,0,0,8,21,12,8,17,30,30,0,30,0,1,0
3,0,0,8,20,12,9,17,30,30,0,30,0,1,0
2,0,0,8,19,12,10,17,30,30,0,30,0,1,0
1,0,0,8,18,12,11,17,30,30,0,30,0,1,0
0,0,0,8,17,12,12,17,30,30,0,30,1,0,0
7,0,0,0,16,17,13,12,30,30,0,30,0,1,0
6,0,0,0,15,17,14,12,30,30,0,30,0,1,0
5,0,0,0,14,17,15,12,30,30,0,30,0,1,0
4,0,0,0,13,17,16,12,30,30,0,30,0,1,0
3,0,0,0,12,17,17,12,30,30,0,30,0,1,0
2,0,0,0,11,17,18,12,30,30,0,30,0,1,0
1,0,0,0,10,17,19,12,30,30,0,30,0,1,0
0,0,13,6,9,17,20,12,30,30,0,30,1,0,0
5,0,0,13,11,9,18,20,30,30,0,30,0,1,0
4,0,0,13,10,9,19,20,30,30,0,30,0,1,0
3,0,0,13,9,9,20,20,30,30,0,30,0,1,0
2,0,0,13,8,9,21,20,30,30,0,30,0,1,0
1,0,0,13,7,9,22,20,30,30,0,30,0,1,0
0,0,0,13,6,9,23,20,30,30,0,30,1,0,0
12,0,0,0,19,6,10,23,30,30,0,30,0,1,0
11,0,0,0,18,6,11,23,30,30,0,30,0,1,0
10,0,0,0,17,6,12,23,30,30,0,30,0,1,0
9,0,0,0,16,6,13,23,30,30,0,30,0,1,0
8,0,0,0,15,6,14,23,30,30,0,30,0,1,0
7,0,0,0,14,6,15,23,30,30,0,30,0,1,0
6,0,0,0,13,6,16,23,30,30,0,30,0,1,0
5,0,0,0,12,6,17,23,30,30,0,30,0,1,0
4,0,0,0,11,6,18,23,30,30,0,30,0,1,0
3,0,0,0,10,6,19,23,30,30,0,30,0,1,0
2,0,0,0,9,6,20,23,30,30,0,30,0,1,0
1,0,0,0,8,6,21,23,30,30,0,30,0,1,0
0,0,8,8,7,6,22,23,30,30,0,30,1,0,0
7,0,0,8,22,7,7,22,30,30,0,30,0,1,0
6,0,0,8,21,7,8,22,30,30,0,30,0,1,0
5,0,0,8,20,7,9,22,30,30,0,30,0,1,0
4,0,0,8,19,7,10,22,30,30,0,30,0,1,0
3,0,0,8,18,7,11,22,30,30,0,30,0,1,0
2,0,0,8,17,7,12,22,30,30,0,30,0,1,0
1,0,0,8,16,7,13,22,30,30,0,30,0,1,0
0,0,0,8,15,7,14,22,30,30,0,30,1,0,0
7,0,0,0,21,15,8,14,30,30,0,30,0,1,0
6,0,0,0,20,15,9,14,30,30,0,30,0,1,0
5,0,0,0,19,15,10,14,30,30,0,30,0,1,0
4,0,0,0,18,15,11,14,30,30,0,30,0,1,0
3,0,0,0,17,15,12,14,30,30,0,30,0,1,0
2,0,0,0,16,15,13,14,30,30,0,30,0,1,0
1,0,0,0,15,15,14,14,30,30,0,30,0,1,0
