12,0,0,0,5,23,24,0,1,0
11,0,0,0,5,22,24,0,1,0
10,0,0,0,5,21,24,0,1,0
9,0,0,0,5,20,24,0,1,0
8,0,0,0,5,19,24,0,1,0
7,0,0,0,5,18,24,0,1,0
6,0,0,0,5,17,24,0,1,0
5,0,0,0,5,16,24,0,1,0
4,0,0,0,5,15,24,0,1,0
3,0,0,0,5,14,24,0,1,0
2,0,0,0,5,13,24,0,1,0
1,0,0,0,5,12,24,0,1,0
0,0,14,3,5,11,24,1,0,0
2,0,0,14,18,4,11,0,1,0
1,0,0,14,18,3,11,0,1,0
0,0,0,14,18,2,11,1,0,0
13,0,0,0,27,17,2,0,1,0
12,0,0,0,27,16,2,0,1,0
11,0,0,0,27,15,2,0,1,0
10,0,0,0,27,14,2,0,1,0
9,0,0,0,27,13,2,0,1,0
8,0,0,0,27,12,2,0,1,0
7,0,0,0,27,11,2,0,1,0
6,0,0,0,27,10,2,0,1,0
5,0,0,0,27,9,2,0,1,0
4,0,0,0,27,8,2,0,1,0
3,0,0,0,27,7,2,0,1,0
2,0,0,0,27,6,2,0,1,0
1,0,0,0,27,5,2,0,1,0
0,2,12,0,27,4,2,0,0,1
1,12,0,0,4,1,25,0,1,0
0,12,0,0,4,0,25,0,0,1
11,0,0,0,0,24,1,0,1,0
10,0,0,0,0,23,29,0,1,0
9,0,0,0,0,22,29,0,1,0
8,0,0,0,0,21,29,0,1,0
7,0,0,0,0,20,29,0,1,0
6,0,0,0,0,19,29,0,1,0
5,0,0,0,0,18,29,0,1,0
4,0,0,0,0,17,29,0,1,0
3,0,0,0,0,16,29,0,1,0
2,0,0,0,0,15,29,0,1,0
1,0,0,0,0,14,29,0,1,0
0,21,7,0,0,13,29,0,0,1
20,7,0,0,13,28,16,0,1,0
20,7,0,0,13,28,16,0,1,0
19,7,0,0,13,27,16,0,1,0
18,7,0,0,13,26,16,0,1,0
18,7,0,0,13,26,16,0,1,0
17,7,0,0,13,25,16,0,1,0
16,7,0,0,13,24,16,0,1,0
15,7,0,0,13,23,16,0,1,0
14,7,0,0,13,22,16,0,1,0
13,7,0,0,13,21,16,0,1,0
12,7,0,0,13,20,16,0,1,0
11,7,0,0,13,19,16,0,1,0
10,7,0,0,13,18,16,0,1,0
9,7,0,0,13,17,16,0,1,0
8,7,0,0,13,16,16,0,1,0
7,7,0,0,13,15,16,0,1,0
6,7,0,0,13,14,16,0,1,0
5,7,0,0,13,13,16,0,1,0
4,7,0,0,13,12,16,0,1,0
3,7,0,0,13,11,16,0,1,0
2,7,0,0,13,10,16,0,1,0
1,7,0,0,13,9,16,0,1,0
0,7,0,0,13,8,16,0,0,1
6,0,0,0,8,15,21,0,1,0
5,0,0,0,8,14,21,0,1,0
4,0,0,0,8,13,21,0,1,0
3,0,0,0,8,12,21,0,1,0
2,0,0,0,8,11,21,0,1,0
1,0,0,0,8,10,21,0,1,0
0,0,12,7,8,9,21,1,0,0
6,0,0,12,20,7,9,0,1,0
5,0,0,12,20,6,9,0,1,0
4,0,0,12,20,5,9,0,1,0
3,0,0,12,20,4,9,0,1,0
2,0,0,12,20,3,9,0,1,0
1,0,0,12,20,2,9,0,1,0
0,0,0,12,20,1,9,1,0,0
11,0,0,0,28,19,1,0,1,0
10,0,0,0,28,18,1,0,1,0
9,0,0,0,28,17,1,0,1,0
8,0,0,0,28,16,1,0,1,0
7,0,0,0,28,15,1,0,1,0
6,0,0,0,28,14,1,0,1,0
5,0,0,0,28,13,1,0,1,0
4,0,0,0,28,12,1,0,1,0
3,0,0,0,28,11,1,0,1,0
2,0,0,0,28,10,1,0,1,0
1,0,0,0,28,9,1,0,1,0
3,0,0,18,28,8,1,0,1,0
2,0,0,18,28,7,1,0,1,0
1,0,0,18,28,6,1,0,1,0
0,0,0,18,28,5,1,1,0,0
17,0,0,0,24,27,5,0,1,0
16,0,0,0,24,26,5,0,1,0
15,0,0,0,24,25,5,0,1,0
14,0,0,0,24,24,5,0,1,0
13,0,0,0,24,23,5,0,1,0
12,0,0,0,24,22,5,0,1,0
11,0,0,0,24,21,5,0,1,0
10,0,0,0,24,20,5,0,1,0
9,0,0,0,24,19,5,0,1,0
8,0,0,0,24,18,5,0,1,0
7,0,0,0,24,17,5,0,1,0
6,0,0,0,24,16,5,0,1,0
5,0,0,0,24,15,5,0,1,0
4,0,0,0,24,14,5,0,1,0
3,0,0,0,24,13,5,0,1,0
2,0,0,0,24,12,5,0,1,0
1,0,0,0,24,11,5,0,1,0
0,0,19,3,24,10,5,1,0,0
2,0,0,19,19,23,10,0,1,0
1,0,0,19,19,22,10,0,1,0
0,0,0,19,19,21,10,1,0,0
18,0,0,0,2,18,21,0,1,0
17,0,0,0,2,17,21,0,1,0
16,0,0,0,8,16,21,0,1,0
15,0,0,0,8,15,21,0,1,0
14,0,0,0,8,14,21,0,1,0
13,0,0,0,8,13,21,0,1,0
12,0,0,0,8,12,21,0,1,0
11,0,0,0,8,11,21,0,1,0
10,0,0,0,8,10,21,0,1,0
9,0,0,0,8,9,21,0,1,0
8,0,0,0,8,8,21,0,1,0
7,0,0,0,8,7,21,0,1,0
6,0,0,0,8,6,21,0,1,0
5,0,0,0,8,5,21,0,1,0
4,0,0,0,8,4,21,0,1,0
3,0,0,0,8,3,21,0,1,0
2,0,0,0,8,2,21,0,1,0
1,0,0,0,8,1,21,0,1,0
0,9,12,0,8,0,21,0,0,1
8,12,0,0,0,20,29,0,1,0
7,12,0,0,0,19,29,0,1,0
6,12,0,0,0,18,29,0,1,0
5,12,0,0,0,17,29,0,1,0
4,12,0,0,0,16,29,0,1,0
3,12,0,0,0,15,29,0,1,0
2,12,0,0,0,14,29,0,1,0
1,12,0,0,0,13,29,0,1,0
0,12,0,0,0,12,29,0,0,1
11,0,0,0,12,28,17,0,1,0
10,0,0,0,12,27,17,0,1,0
9,0,0,0,12,26,17,0,1,0
8,0,0,0,12,25,17,0,1,0
7,0,0,0,12,24,17,0,1,0
6,0,0,0,12,23,17,0,1,0
5,0,0,0,12,22,17,0,1,0
4,0,0,0,12,21,17,0,1,0
3,0,0,0,12,20,17,0,1,0
2,0,0,0,12,19,17,0,1,0
1,0,0,0,12,18,17,0,1,0
0,9,10,0,12,17,17,0,0,1
8,10,0,0,17,16,12,0,1,0
7,10,0,0,17,15,12,0,1,0
6,10,0,0,17,14,12,0,1,0
5,10,0,0,17,13,12,0,1,0
4,10,0,0,17,12,12,0,1,0
3,10,0,0,17,11,12,0,1,0
2,10,0,0,17,10,12,0,1,0
1,10,0,0,17,9,12,0,1,0
0,10,0,0,17,8,12,0,0,1
9,0,0,0,8,11,21,0,1,0
8,0,0,0,8,10,21,0,1,0
7,0,0,0,8,9,21,0,1,0
6,0,0,0,8,8,21,0,1,0
