11,7,0,0,23,24,6,5,30,30,0,30,0,1,0
10,7,0,0,22,24,7,5,30,30,0,30,0,1,0
9,7,0,0,21,24,8,5,30,30,0,30,0,1,0
8,7,0,0,20,24,9,5,30,30,0,30,0,1,0
7,7,0,0,19,24,10,5,30,30,0,30,0,1,0
6,7,0,0,18,24,11,5,30,30,0,30,0,1,0
5,7,0,0,17,24,12,5,30,30,0,30,0,1,0
4,7,0,0,16,24,13,5,30,30,0,30,0,1,0
3,7,0,0,15,24,14,5,30,30,0,30,0,1,0
2,7,0,0,14,24,15,5,30,30,0,30,0,1,0
1,7,0,0,13,24,16,5,30,30,0,30,0,1,0
0,7,0,0,12,24,17,5,30,30,0,30,0,0,1
6,0,0,0,23,17,6,12,30,30,0,30,0,1,0
5,0,0,0,22,17,7,12,30,30,0,30,0,1,0
4,0,0,0,21,17,8,12,30,30,0,30,0,1,0
3,0,0,0,20,17,9,12,30,30,0,30,0,1,0
2,0,0,0,19,17,10,12,30,30,0,30,0,1,0
1,0,0,0,18,17,11,12,30,30,0,30,0,1,0
3,0,0,11,17,17,12,12,30,30,0,30,0,1,0
2,0,0,11,16,17,13,12,30,30,0,30,0,1,0
1,0,0,11,15,17,14,12,30,30,0,30,0,1,0
0,0,0,11,14,17,15,12,30,30,0,30,1,0,0
10,0,0,0,11,14,18,15,30,30,0,30,0,1,0
9,0,0,0,10,14,19,15,30,30,0,30,0,1,0
8,0,0,0,9,14,20,15,30,30,0,30,0,1,0
7,0,0,0,8,14,21,15,30,30,0,30,0,1,0
6,0,0,0,7,14,22,15,30,30,0,30,0,1,0
5,0,0,0,6,14,23,15,30,30,0,30,0,1,0
4,0,0,0,5,14,24,15,30,30,0,30,0,1,0
3,0,0,0,4,14,25,15,30,30,0,30,0,1,0
2,0,0,0,3,14,26,15,30,30,0,30,0,1,0
1,0,0,0,2,14,27,15,30,30,0,30,0,1,0
0,0,14,0,1,14,28,15,30,30,0,30,1,0,0
0,0,1,14,14,1,15,28,30,30,0,30,0,1,0
0,0,2,14,13,1,16,28,30,30,0,30,0,1,0
0,0,3,14,12,1,17,28,30,30,0,30,1,0,0
13,0,0,3,27,12,2,17,30,30,0,30,0,1,0
12,0,0,3,26,12,3,17,30,30,0,30,0,1,0
11,0,0,3,25,12,4,17,30,30,0,30,0,1,0
10,0,0,3,24,12,5,17,30,30,0,30,0,1,0
9,0,0,3,23,12,6,17,30,30,0,30,0,1,0
