13,0,0,2,5,23,24,0,1,0
12,0,0,2,5,22,24,0,1,0
11,0,0,2,5,21,24,0,1,0
10,0,0,2,5,20,24,0,1,0
9,0,0,2,5,19,24,0,1,0
8,0,0,2,5,18,24,0,1,0
7,0,0,2,5,17,24,0,1,0
6,0,0,2,5,16,24,0,1,0
5,0,0,2,5,15,24,0,1,0
4,0,0,2,5,14,24,0,1,0
3,0,0,2,5,13,24,0,1,0
2,0,0,2,5,12,24,0,1,0
1,0,0,2,5,11,24,0,1,0
0,0,0,2,5,10,24,1,0,0
2,0,0,0,0,5,10,0,1,0
1,0,0,0,19,4,10,0,1,0
0,0,21,15,19,3,10,1,0,0
14,0,0,21,26,18,3,0,1,0
13,0,0,21,26,17,3,0,1,0
12,0,0,21,26,16,3,0,1,0
11,0,0,21,26,15,3,0,1,0
10,0,0,21,26,14,3,0,1,0
9,0,0,21,26,13,3,0,1,0
8,0,0,21,26,12,3,0,1,0
7,0,0,21,26,11,3,0,1,0
6,0,0,21,26,10,3,0,1,0
5,0,0,21,26,9,3,0,1,0
4,0,0,21,26,8,3,0,1,0
3,0,0,21,26,7,3,0,1,0
2,0,0,21,26,6,3,0,1,0
1,0,0,21,26,5,3,0,1,0
0,0,0,21,26,4,3,0,1,0
0,0,1,21,26,3,3,1,0,0
20,0,0,1,26,25,3,0,1,0
19,0,0,1,26,24,3,0,1,0
18,0,0,1,26,23,3,0,1,0
17,0,0,1,26,22,3,0,1,0
16,0,0,1,26,21,3,0,1,0
15,0,0,1,26,20,3,0,1,0
14,0,0,1,26,19,3,0,1,0
13,0,0,1,26,18,3,0,1,0
12,0,0,1,26,17,3,0,1,0
11,0,0,1,26,16,3,0,1,0
10,0,0,1,26,15,3,0,1,0
9,0,0,1,26,14,3,0,1,0
8,0,0,1,26,13,3,0,1,0
7,0,0,1,26,12,3,0,1,0
6,0,0,1,26,11,3,0,1,0
5,0,0,1,26,10,3,0,1,0
4,0,0,1,26,9,3,0,1,0
3,0,0,1,26,8,3,0,1,0
2,0,0,1,26,7,3,0,1,0
1,0,0,1,26,6,3,0,1,0
0,0,0,1,26,5,3,1,0,0
16,0,0,24,24,25,5,0,1,0
15,0,0,24,24,24,5,0,1,0
14,0,0,24,24,23,5,0,1,0
13,0,0,24,24,22,5,0,1,0
12,0,0,24,24,21,5,0,1,0
11,0,0,24,24,20,5,0,1,0
10,0,0,24,24,19,5,0,1,0
9,0,0,24,24,18,5,0,1,0
8,0,0,24,24,17,5,0,1,0
7,0,0,24,24,16,5,0,1,0
6,0,0,24,24,15,5,0,1,0
6,0,0,24,24,15,5,0,1,0
5,0,0,24,24,14,5,0,1,0
4,0,0,24,24,13,5,0,1,0
3,0,0,24,24,12,5,0,1,0
2,0,0,24,24,11,5,0,1,0
1,0,0,24,24,10,5,0,1,0
0,0,0,24,24,9,5,1,0,0
23,0,0,0,20,23,9,0,1,0
22,0,0,0,20,22,9,0,1,0
21,0,0,0,20,21,9,0,1,0
20,0,0,0,20,20,9,0,1,0
19,0,0,0,20,19,9,0,1,0
18,0,0,0,20,18,9,0,1,0
17,0,0,0,20,17,9,0,1,0
16,0,0,0,20,16,9,0,1,0
15,0,0,0,20,15,9,0,1,0
14,0,0,0,20,14,9,0,1,0
13,0,0,0,20,13,9,0,1,0
12,0,0,0,20,12,9,0,1,0
11,0,0,0,20,11,9,0,1,0
10,0,0,0,20,10,9,0,1,0
9,0,0,0,20,9,9,0,1,0
8,0,0,0,20,8,9,0,1,0
7,0,0,0,20,7,9,0,1,0
6,0,0,0,20,6,9,0,1,0
5,0,0,0,20,5,9,0,1,0
4,0,0,0,20,4,9,0,1,0
3,0,0,0,20,3,9,0,1,0
2,0,0,0,20,2,9,0,1,0
1,0,0,0,20,1,9,0,1,0
0,0,26,9,20,0,9,1,0,0
8,0,0,26,29,19,0,0,1,0
7,0,0,26,29,18,0,0,1,0
6,0,0,26,29,17,0,0,1,0
5,0,0,26,29,16,0,0,1,0
4,0,0,26,29,15,0,0,1,0
3,0,0,26,29,14,0,0,1,0
2,0,0,26,29,13,0,0,1,0
1,0,0,26,29,12,0,0,1,0
0,0,0,26,29,11,0,1,0,0
25,0,0,0,18,28,11,0,1,0
24,0,0,0,18,27,11,0,1,0
23,0,0,0,18,26,11,0,1,0
22,0,0,0,18,25,11,0,1,0
21,0,0,0,18,24,11,0,1,0
20,0,0,0,18,23,11,0,1,0
19,0,0,0,18,22,11,0,1,0
18,0,0,0,18,21,11,0,1,0
17,0,0,0,18,20,11,0,1,0
16,0,0,0,18,19,11,0,1,0
15,0,0,0,18,18,11,0,1,0
14,0,0,0,18,17,11,0,1,0
