19,16,0,0,23,24,6,5,30,30,0,30,0,1,0
18,16,0,0,22,24,7,5,30,30,0,30,0,1,0
17,16,0,0,21,24,8,5,30,30,0,30,0,1,0
16,16,0,0,20,24,9,5,30,30,0,30,0,1,0
15,16,0,0,19,24,10,5,30,30,0,30,0,1,0
14,16,0,0,18,24,11,5,30,30,0,30,0,1,0
13,16,0,0,17,24,12,5,30,30,0,30,0,1,0
12,16,0,0,16,24,13,5,30,30,0,30,0,1,0
11,16,0,0,15,24,14,5,30,30,0,30,0,1,0
11,16,0,0,15,24,14,5,30,30,0,30,0,1,0
10,16,0,0,14,24,15,5,30,30,0,30,0,1,0
9,16,0,0,13,24,16,5,30,30,0,30,0,1,0
8,16,0,0,12,24,17,5,30,30,0,30,0,1,0
7,16,0,0,11,24,18,5,30,30,0,30,0,1,0
6,16,0,0,10,24,19,5,30,30,0,30,0,1,0
5,16,0,0,9,24,20,5,30,30,0,30,0,1,0
4,16,0,0,8,24,21,5,30,30,0,30,0,1,0
3,16,0,0,7,24,22,5,30,30,0,30,0,1,0
2,16,0,0,6,24,23,5,30,30,0,30,0,1,0
1,16,0,0,5,24,24,5,30,30,0,30,0,1,0
0,16,0,0,4,24,25,5,30,30,0,30,0,0,1
15,0,0,0,23,25,6,4,30,30,0,30,0,1,0
14,0,0,0,22,25,7,4,30,30,0,30,0,1,0
13,0,0,0,21,25,8,4,30,30,0,30,0,1,0
12,0,0,0,20,25,9,4,30,30,0,30,0,1,0
11,0,0,0,19,25,10,4,30,30,0,30,0,1,0
10,0,0,0,18,25,11,4,30,30,0,30,0,1,0
9,0,0,0,17,25,12,4,30,30,0,30,0,1,0
8,0,0,0,16,25,13,4,30,30,0,30,0,1,0
7,0,0,0,15,25,14,4,30,30,0,30,0,1,0
6,0,0,0,14,25,15,4,30,30,0,30,0,1,0
5,0,0,0,13,25,16,4,30,30,0,30,0,1,0
4,0,0,0,12,25,17,4,30,30,0,30,0,1,0
3,0,0,0,11,25,18,4,30,30,0,30,0,1,0
2,0,0,0,10,25,19,4,30,30,0,30,0,1,0
1,0,0,0,9,25,20,4,30,30,0,30,0,1,0
0,0,14,0,8,25,21,4,30,30,0,30,0,0,1
0,14,1,0,24,21,5,8,30,30,0,30,0,0,1
13,1,0,0,20,5,9,24,30,0,0,30,0,1,0
13,1,0,0,20,5,9,24,30,0,0,30,0,1,0
12,1,0,0,19,5,10,24,30,0,0,30,0,1,0
11,1,0,0,18,5,11,24,30,0,0,30,0,1,0
11,1,0,0,18,5,11,24,30,0,0,30,0,1,0
10,1,0,0,17,5,12,24,30,0,0,30,0,1,0
9,1,0,0,16,5,13,24,30,30,0,30,0,1,0
8,1,0,0,15,5,14,24,30,30,0,30,0,1,0
7,1,0,0,14,5,15,24,30,30,0,30,0,1,0
7,1,0,0,14,5,15,24,30,30,0,30,0,1,0
6,1,0,0,13,5,16,24,30,30,0,30,0,1,0
5,1,0,0,12,5,17,24,30,30,0,30,0,1,0
4,1,0,0,11,5,18,24,30,30,0,30,0,1,0
3,1,0,0,10,5,19,24,30,30,0,30,0,1,0
2,1,0,0,9,5,20,24,30,30,0,30,0,1,0
1,1,0,0,8,5,21,24,30,30,0,30,0,1,0
0,1,0,0,7,5,22,24,30,30,0,30,0,0,1
0,0,13,1,4,22,25,7,30,30,0,30,1,0,0
0,0,0,13,6,4,23,25,30,30,0,30,1,0,0
12,0,0,0,24,6,5,23,30,30,0,0,0,1,0
11,0,0,0,23,6,6,23,30,30,0,30,0,1,0
10,0,0,0,22,6,7,23,30,30,0,30,0,1,0
9,0,0,0,21,6,8,23,30,30,0,30,0,1,0
8,0,0,0,20,6,9,23,30,30,0,30,0,1,0
7,0,0,0,19,6,10,23,30,30,0,30,0,1,0
6,0,0,0,18,6,11,23,30,30,0,30,0,1,0
5,0,0,0,17,6,12,23,30,30,0,30,0,1,0
4,0,0,0,16,6,13,23,30,30,0,30,0,1,0
3,0,0,0,15,6,14,23,30,30,0,30,0,1,0
2,0,0,0,14,6,15,23,30,30,0,30,0,1,0
1,0,0,0,13,6,16,23,30,30,0,30,0,1,0
